,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,Dog Rating,retweet_count,full_text,favorite_count,display_text_range,created_at,jpg_url,Breed Prediction 1,Conf level 1
3438,738883359779196928,2016-06-04 00:01:35,"https://twitter.com/dog_rates/status/738883359779196928/photo/1,https://twitter.com/dog_rates/status/738883359779196928/photo/1",10,10,None,floofer,917.0,When a single soap orb changes your entire perception of the universe... 10/10 https://t.co/9eCXpVExJc,3661.0,"[0, 78]",2016-06-04 00:01:35,https://pbs.twimg.com/media/CkEKe3QWYAAwoDy.jpg,Labrador retriever,0.691137
3440,738402415918125056,2016-06-02 16:10:29,https://twitter.com/dog_rates/status/738402415918125056/photo/1,10,10,None,floofer,955.0,"""Don't talk to me or my son ever again"" ...10/10 for both https://t.co/s96OYXZIfK",3599.0,"[0, 57]",2016-06-02 16:10:29,https://pbs.twimg.com/media/Cj9VEs_XAAAlTai.jpg,Cocker spaniel,0.346695
3441,738184450748633089,2016-06-02 01:44:22,https://twitter.com/dog_rates/status/738184450748633089/photo/1,9,10,None,floofer,1360.0,"For the last time, we only rate dogs. Pls stop sending other animals like this Duck-Billed Platypus. Thank you. 9/10 https://t.co/twxYcPOafl",4727.0,"[0, 116]",2016-06-02 01:44:22,https://pbs.twimg.com/media/Cj6O1G9UYAAIU-1.jpg,Bedlington terrier,0.289471
3442,738166403467907072,2016-06-02 00:32:39,"https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1,https://twitter.com/dog_rates/status/738166403467907072/photo/1",12,10,Axel,floofer,3828.0,This is Axel. He's a professional leaf catcher. 12/10 gifted af https://t.co/P8bgOMMTRs,9635.0,"[0, 63]",2016-06-02 00:32:39,https://pbs.twimg.com/media/Cj5-aUQUgAAb43p.jpg,Keeshond,0.8788860000000001
3444,737826014890496000,2016-06-01 02:00:04,"https://twitter.com/dog_rates/status/737826014890496000/photo/1,https://twitter.com/dog_rates/status/737826014890496000/photo/1",10,10,Remy,floofer,2006.0,This is Remy. He has some long ass ears (probably magical). Also very proud of broken stick. 10/10 such a good boy https://t.co/EZx0YjPjPK,5757.0,"[0, 114]",2016-06-01 02:00:04,https://pbs.twimg.com/media/Cj1I1fbWYAAOwff.jpg,Vizsla,0.990391
3446,737678689543020544,2016-05-31 16:14:39,https://twitter.com/dog_rates/status/737678689543020544/photo/1,11,10,None,floofer,1509.0,We only rate dogs. Pls stop sending in non-canines like this Slovak Car Bunny. It makes my job very difficult. 11/10 https://t.co/VflvQLH2y5,5528.0,"[0, 116]",2016-05-31 16:14:39,https://pbs.twimg.com/media/CjzC2oGWYAAyIfG.jpg,Pembroke,0.935307
3447,737445876994609152,2016-05-31 00:49:32,https://twitter.com/dog_rates/status/737445876994609152/photo/1,13,10,None,floofer,5048.0,Just wanted to share this super rare Rainbow Floofer in case you guys haven't seen it yet. 13/10 colorful af https://t.co/CaG9MzD3WT,11302.0,"[0, 108]",2016-05-31 00:49:32,https://pbs.twimg.com/media/CjvvHBwUoAE55WZ.jpg,Samoyed,0.400568
3450,736736130620620800,2016-05-29 01:49:16,https://twitter.com/dog_rates/status/736736130620620800/photo/1,13,10,Chadrick,floofer,1972.0,This is Chadrick. He's gnarly af 13/10 https://t.co/447tyBN0mW,4736.0,"[0, 38]",2016-05-29 01:49:16,https://pbs.twimg.com/media/CjlpmZaUgAED54W.jpg,Schipperke,0.545502
3453,736225175608430592,2016-05-27 15:58:54,https://twitter.com/dog_rates/status/736225175608430592/photo/1,10,10,very,floofer,3115.0,We only rate dogs. Please stop sending in non-canines like this Alaskan Flop Turtle. This is very frustrating. 10/10 https://t.co/qXteK6Atxc,8901.0,"[0, 116]",2016-05-27 15:58:54,https://pbs.twimg.com/media/CjeY5DKXEAA3WkD.jpg,Labrador retriever,0.399217
3454,736010884653420544,2016-05-27 01:47:23,"https://twitter.com/dog_rates/status/736010884653420544/photo/1,https://twitter.com/dog_rates/status/736010884653420544/photo/1",10,10,None,floofer,3355.0,Right after you graduate vs when you remember you're on your own now and can barely work a washing machine ...10/10 https://t.co/O1TLuYjsNS,8652.0,"[0, 115]",2016-05-27 01:47:23,https://pbs.twimg.com/media/CjbV-lEWgAAr6WY.jpg,Golden retriever,0.553901
3455,735991953473572864,2016-05-27 00:32:10,"https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1,https://twitter.com/dog_rates/status/735991953473572864/photo/1",11,10,Maxaroni,floofer,1283.0,This is Maxaroni. He's curly af. Also rather fabulous. 11/10 would hug well https://t.co/A216OjIdca,3934.0,"[0, 75]",2016-05-27 00:32:10,https://pbs.twimg.com/media/CjbExRKUoAAs089.jpg,Cocker spaniel,0.961643
3460,735137028879360001,2016-05-24 15:55:00,https://twitter.com/dog_rates/status/735137028879360001/photo/1,9,10,Buckley,floofer,1092.0,Meet Buckley. His family &amp; some neighbors came over to watch him perform but he's nervous af. 9/10 u got this pupper https://t.co/5bdCpPlno9,3428.0,"[0, 120]",2016-05-24 15:55:00,https://pbs.twimg.com/media/CjO7OfeWgAAUQy-.jpg,Walker hound,0.413535
3462,734787690684657664,2016-05-23 16:46:51,"https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1,https://twitter.com/dog_rates/status/734787690684657664/photo/1",13,10,None,floofer,7102.0,This dog is more successful than I will ever be. 13/10 absolute legend https://t.co/BPoaHySYwA,13745.0,"[0, 70]",2016-05-23 16:46:51,https://pbs.twimg.com/media/CjJ9gQ1WgAAXQtJ.jpg,Golden retriever,0.883991
3463,734776360183431168,2016-05-23 16:01:50,https://twitter.com/dog_rates/status/734776360183431168/photo/1,11,10,Livvie,floofer,608.0,This is Livvie. Someone should tell her it's been 47 years since Woodstock. Magical eyes tho 11/10 would stare into https://t.co/qw07vhVHuO,2742.0,"[0, 115]",2016-05-23 16:01:50,https://pbs.twimg.com/media/CjJzMlBUoAADMLx.jpg,Siberian husky,0.304902
3465,733828123016450049,2016-05-21 01:13:53,"https://twitter.com/dog_rates/status/733828123016450049/photo/1,https://twitter.com/dog_rates/status/733828123016450049/photo/1",10,10,Terry,floofer,881.0,This is Terry. The harder you hug him the farther his tongue sticks out. 10/10 magical af https://t.co/RFToQQI8fJ,3926.0,"[0, 89]",2016-05-21 01:13:53,https://pbs.twimg.com/media/Ci8UxxcW0AYgHDh.jpg,Beagle,0.472324
3466,733822306246479872,2016-05-21 00:50:46,https://twitter.com/dog_rates/status/733822306246479872/photo/1,10,10,Moose,floofer,1141.0,This is Moose. He's a Polynesian Floofer. Dapper af. 10/10 would pet diligently https://t.co/mVfqRdppTL,4015.0,"[0, 79]",2016-05-21 00:50:46,https://pbs.twimg.com/media/Ci8Pfg_UUAA2m9i.jpg,Lhasa,0.457356
3471,732726085725589504,2016-05-18 00:14:46,https://twitter.com/dog_rates/status/732726085725589504/photo/1,11,10,Aldrick,floofer,1003.0,This is Aldrick. He looks wise af. Also exceptionally fluffy. Only two legs tho (unfortunate). 11/10 would still hug https://t.co/QwiCVLPMNL,3855.0,"[0, 116]",2016-05-18 00:14:46,https://pbs.twimg.com/media/CisqdVcXEAE3iW7.jpg,Pomeranian,0.961902
3472,732585889486888962,2016-05-17 14:57:41,"https://twitter.com/dog_rates/status/732585889486888962/photo/1,https://twitter.com/dog_rates/status/732585889486888962/photo/1",10,10,None,floofer,868.0,"When your teacher agreed on 10,000 RTs and no final but after 24 hours you only have 37... 10/10 https://t.co/sVnJfWVjUp",4016.0,"[0, 96]",2016-05-17 14:57:41,https://pbs.twimg.com/media/Ciqq-VFUUAANlWm.jpg,Staffordshire bullterrier,0.843359
3475,731285275100512256,2016-05-14 00:49:30,https://twitter.com/dog_rates/status/731285275100512256/photo/1,12,10,Solomon,floofer,1090.0,This is Solomon. He's a Beneroo Cumberflop. 12/10 would hug passionately https://t.co/5phLAnGPTP,3798.0,"[0, 72]",2016-05-14 00:49:30,https://pbs.twimg.com/media/CiYME3tVAAENz99.jpg,Pembroke,0.967103
3478,730573383004487680,2016-05-12 01:40:42,"https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1,https://twitter.com/dog_rates/status/730573383004487680/photo/1",10,10,Rooney,floofer,2435.0,This is Rooney. He can't comprehend glass. 10/10 it'll be ok pupper https://t.co/CnUl2uDBBV,5407.0,"[0, 67]",2016-05-12 01:40:42,https://pbs.twimg.com/media/CiOEnI6WgAAmq4E.jpg,American staffordshire terrier,0.810158
3479,730427201120833536,2016-05-11 15:59:50,https://twitter.com/dog_rates/status/730427201120833536/photo/1,11,10,Crystal,floofer,1176.0,This is Crystal. She's flawless. Really wants to be a frat bro. 11/10 who does she even know here? https://t.co/WyqNFvEulG,3809.0,"[0, 98]",2016-05-11 15:59:50,https://pbs.twimg.com/media/CiL_qh0W0AAu5VA.jpg,Eskimo dog,0.682082
3480,730211855403241472,2016-05-11 01:44:07,https://twitter.com/dog_rates/status/730211855403241472/photo/1,11,10,Ziva,floofer,1182.0,This is Ziva. She doesn't know how her collar works. 11/10 would totally fix for her https://t.co/K7pthJXjWE,4180.0,"[0, 84]",2016-05-11 01:44:07,https://pbs.twimg.com/media/CiI7zVZUoAEzGW7.jpg,Pug,0.341663
3485,729463711119904772,2016-05-09 00:11:16,https://twitter.com/dog_rates/status/729463711119904772/photo/1,13,10,Pupcasso,floofer,2586.0,Meet Pupcasso. You can't afford his art. 13/10 talented af https://t.co/f2VUpy4WO0,6340.0,"[0, 58]",2016-05-09 00:11:16,https://pbs.twimg.com/media/Ch-TXpFXAAAwPGf.jpg,German shepherd,0.829307
3487,728986383096946689,2016-05-07 16:34:32,"https://twitter.com/dog_rates/status/728986383096946689/photo/1,https://twitter.com/dog_rates/status/728986383096946689/photo/1",11,10,Puff,floofer,917.0,"This is Puff. He started out on the streets (first pic), but don't let the new smile fool you, still tough af. 11/10 https://t.co/kiuXRXcg4B",3460.0,"[0, 116]",2016-05-07 16:34:32,https://pbs.twimg.com/media/Ch3hOGWUYAE7w0y.jpg,Maltese dog,0.95207
3488,728760639972315136,2016-05-07 01:37:30,"https://twitter.com/dog_rates/status/728760639972315136/photo/1,https://twitter.com/dog_rates/status/728760639972315136/photo/1",13,10,None,floofer,1911.0,"When you're way too slow for the ""down low"" portion of a high five. 13/10 https://t.co/Cofwoy7Vpq",5090.0,"[0, 73]",2016-05-07 01:37:30,https://pbs.twimg.com/media/Ch0T71OWMAA4yIw.jpg,Pembroke,0.939134
3489,728751179681943552,2016-05-07 00:59:55,https://twitter.com/dog_rates/status/728751179681943552/photo/1,10,10,Flurpson,floofer,757.0,This is Flurpson. He can't believe it's not butter. 10/10 https://t.co/XD3ort1PsE,3032.0,"[0, 57]",2016-05-07 00:59:55,https://pbs.twimg.com/media/Ch0LVPdW0AEdHgU.jpg,Saint bernard,0.48205
3492,728387165835677696,2016-05-06 00:53:27,https://twitter.com/dog_rates/status/728387165835677696/photo/1,12,10,Enchilada,floofer,1075.0,"This is Enchilada (yes, that's her real name). She's a Low-Cruisin Plopflopple. Very rare. Only a few left. 12/10 https://t.co/SiaiTWgsfP",3999.0,"[0, 113]",2016-05-06 00:53:27,https://pbs.twimg.com/media/ChvAQuMWMAAVaKD.jpg,Collie,0.266414
3493,728046963732717569,2016-05-05 02:21:37,https://twitter.com/dog_rates/status/728046963732717569/photo/1,11,10,Raymond,floofer,1328.0,This is Raymond. He controls fountains with his tongue. 11/10 pretty damn magical https://t.co/9aMxSbOaAZ,4722.0,"[0, 81]",2016-05-05 02:21:37,https://pbs.twimg.com/media/ChqK2cVWMAAE5Zj.jpg,Newfoundland,0.255971
3496,727685679342333952,2016-05-04 02:26:00,https://twitter.com/dog_rates/status/727685679342333952/photo/1,12,10,Cilantro,floofer,720.0,This is Cilantro. She's a Fellation Gadzooks. Eyes are super magical af. 12/10 could get lost in https://t.co/yJ26LNuyj5,3206.0,"[0, 96]",2016-05-04 02:26:00,https://pbs.twimg.com/media/ChlCQg-VIAQ_8g4.jpg,Border collie,0.462408
3497,727644517743104000,2016-05-03 23:42:26,"https://twitter.com/dog_rates/status/727644517743104000/photo/1,https://twitter.com/dog_rates/status/727644517743104000/photo/1",13,10,None,floofer,1962.0,Here's a doggo struggling to cope with the winds. 13/10 https://t.co/qv3aUwaouT,6431.0,"[0, 55]",2016-05-03 23:42:26,https://pbs.twimg.com/media/Chkc1BQUoAAa96R.jpg,Great pyrenees,0.457164
3498,727524757080539137,2016-05-03 15:46:33,"https://twitter.com/dog_rates/status/727524757080539137/photo/1,https://twitter.com/dog_rates/status/727524757080539137/photo/1",10,10,None,floofer,1379.0,This pupper had to undergo emergency haircut surgery so he could hear again. 10/10 miraculous af https://t.co/fUyDIFkBwx,4900.0,"[0, 96]",2016-05-03 15:46:33,https://pbs.twimg.com/media/Chiv6BAW4AAiQvH.jpg,Pomeranian,0.958834
3499,727314416056803329,2016-05-03 01:50:44,"https://twitter.com/dog_rates/status/727314416056803329/photo/1,https://twitter.com/dog_rates/status/727314416056803329/photo/1,https://twitter.com/dog_rates/status/727314416056803329/photo/1",11,10,None,floofer,834.0,This pupper was about to explain where that dirt came from but then decided against it. 11/10 https://t.co/SbaelU6zRs,3623.0,"[0, 93]",2016-05-03 01:50:44,https://pbs.twimg.com/media/Chfwmd9U4AQTf1b.jpg,Toy poodle,0.827469
3501,727175381690781696,2016-05-02 16:38:15,"https://twitter.com/dog_rates/status/727175381690781696/photo/1,https://twitter.com/dog_rates/status/727175381690781696/photo/1",10,10,Karll,floofer,1540.0,This is Karll. He just wants to go kayaking. 10/10 please someone take Karll kayaking already https://t.co/vXLkvyNQHp,4209.0,"[0, 93]",2016-05-02 16:38:15,https://pbs.twimg.com/media/ChdyJvdWwAA5HGd.jpg,Flat-coated retriever,0.656463
3504,726887082820554753,2016-05-01 21:32:40,https://twitter.com/dog_rates/status/726887082820554753/photo/1,10,10,Blitz,floofer,1677.0,This is Blitz. He's a new dad struggling to cope mentally with the pressures of being a father. Sick shades 10/10 https://t.co/2AVcJ2BZsy,4195.0,"[0, 113]",2016-05-01 21:32:40,https://pbs.twimg.com/media/ChZr8SdWIAAVQKt.jpg,Soft-coated wheaten terrier,0.5159189999999999
3505,726828223124897792,2016-05-01 17:38:46,https://twitter.com/dog_rates/status/726828223124897792/photo/1,12,10,Bloop,floofer,1124.0,This is Bloop. He's a Phoenician Winnebago. Tongue is just wow. That box is all he has (tragic). 12/10 would caress https://t.co/DWNrPPXgHA,3882.0,"[0, 115]",2016-05-01 17:38:46,https://pbs.twimg.com/media/ChY2aHyWMAAbNQE.jpg,Miniature pinscher,0.255327
3508,725786712245440512,2016-04-28 20:40:11,https://twitter.com/dog_rates/status/725786712245440512/photo/1,11,10,Lillie,floofer,1527.0,Say hello to Lillie. She's a Rutabagan Floofem. Poor pupper ate and then passed out. 11/10 relatable af https://t.co/uIdGqug9rw,4537.0,"[0, 103]",2016-04-28 20:40:11,https://pbs.twimg.com/media/ChKDKmIWIAIJP_e.jpg,Chow,0.33576100000000003
3509,725729321944506368,2016-04-28 16:52:08,https://twitter.com/dog_rates/status/725729321944506368/photo/1,12,10,Lola,floofer,2009.0,This is Lola. She's a Butternut Splishnsplash. They are known to be ferocious af. 12/10 would absolutely still pet https://t.co/adQt5a6TZU,5646.0,"[0, 114]",2016-04-28 16:52:08,https://pbs.twimg.com/media/ChJO9YaWYAEL0zC.jpg,Boxer,0.599076
3511,724983749226668032,2016-04-26 15:29:30,https://twitter.com/dog_rates/status/724983749226668032/photo/1,12,10,Fred,floofer,1462.0,This is Fred-Rick. He dabbles in parkour. The elevation gives him power. 12/10 hopefully visiting a mailbox near you https://t.co/qFqLtudIiD,4040.0,"[0, 116]",2016-04-26 15:29:30,https://pbs.twimg.com/media/Cg-o3w0WgAANXdv.jpg,Golden retriever,0.67575
3512,724771698126512129,2016-04-26 01:26:53,"https://twitter.com/dog_rates/status/724771698126512129/photo/1,https://twitter.com/dog_rates/status/724771698126512129/photo/1,https://twitter.com/dog_rates/status/724771698126512129/photo/1,https://twitter.com/dog_rates/status/724771698126512129/photo/1",11,10,None,floofer,725.0,Nothin better than a doggo and a sunset. 11/10 https://t.co/JlFqOhrHEs,2593.0,"[0, 46]",2016-04-26 01:26:53,https://pbs.twimg.com/media/Cg7n_-OU8AA5RR1.jpg,German short-haired pointer,0.835491
3514,724049859469295616,2016-04-24 01:38:33,https://twitter.com/dog_rates/status/724049859469295616/photo/1,10,10,Kreggory,floofer,1984.0,This is Kreggory. He just took a look at his student debt. 10/10 can't even comprehend it https://t.co/XTsZTgilnT,4738.0,"[0, 89]",2016-04-24 01:38:33,https://pbs.twimg.com/media/CgxXf1TWYAEjY61.jpg,Border collie,0.581835
3515,724046343203856385,2016-04-24 01:24:35,https://twitter.com/dog_rates/status/724046343203856385/photo/1,10,10,Sarge,floofer,620.0,"This is Sarge. Not even he knows what his tongue is doing, but it's pretty damn spectacular. 10/10 https://t.co/pIQEdbBxdL",2901.0,"[0, 98]",2016-04-24 01:24:35,https://pbs.twimg.com/media/CgxUTS_XEAAC0pv.jpg,Boxer,0.8262719999999999
3517,723912936180330496,2016-04-23 16:34:28,https://twitter.com/dog_rates/status/723912936180330496/photo/1,12,10,Sugar,floofer,1374.0,This is Sugar. She's a Bolivian Superfloof. Spherical af. 12/10 would never let go of https://t.co/AhMfUu6Onm,4236.0,"[0, 85]",2016-04-23 16:34:28,https://pbs.twimg.com/media/Cgva-QqUUAA7Hv9.jpg,Samoyed,0.991772
3521,722974582966214656,2016-04-21 02:25:47,https://twitter.com/dog_rates/status/722974582966214656/photo/1,4,20,None,floofer,1764.0,Happy 4/20 from the squad! 13/10 for all https://t.co/eV1diwds8a,4493.0,"[0, 40]",2016-04-21 02:25:47,https://pbs.twimg.com/media/CgiFjIpWgAA4wVp.jpg,Great dane,0.246762
3522,722613351520608256,2016-04-20 02:30:23,https://twitter.com/dog_rates/status/722613351520608256/photo/1,12,10,Schnitzel,floofer,1831.0,Meet Schnitzel. He's a Tropicana Floofboop. Getting too big for his favorite basket. 12/10 just so damn fluffy https://t.co/qjd0UJKYUY,5393.0,"[0, 110]",2016-04-20 02:30:23,https://pbs.twimg.com/media/Cgc9AjMVIAERdUA.jpg,Labrador retriever,0.5309149999999999
3523,721503162398597120,2016-04-17 00:58:53,"https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1,https://twitter.com/dog_rates/status/721503162398597120/photo/1",11,10,Panda,floofer,2124.0,This is Panda. He's happy af. 11/10 https://t.co/IOAk9i4UvE,5086.0,"[0, 35]",2016-04-17 00:58:53,https://pbs.twimg.com/media/CgNLS1PW8AAxWSN.jpg,Pomeranian,0.99775
3526,720775346191278080,2016-04-15 00:46:48,https://twitter.com/dog_rates/status/720775346191278080/photo/1,10,10,Berkeley,floofer,760.0,This is Berkeley. He's in a predicament. 10/10 someone help him https://t.co/XSEXdQupej,2702.0,"[0, 87]",2016-04-15 00:46:48,https://pbs.twimg.com/media/CgC1WqMW4AI1_N0.jpg,Newfoundland,0.48997
3528,720389942216527872,2016-04-13 23:15:21,https://twitter.com/dog_rates/status/720389942216527872/photo/1,11,10,Ralphé,floofer,2840.0,This is Ralphé. He patrols the lake. Looking for babes. 11/10 https://t.co/Pb6iMmo0wk,6974.0,"[0, 85]",2016-04-13 23:15:21,https://pbs.twimg.com/media/Cf9W1J-UMAErahM.jpg,Pembroke,0.873977
3530,720059472081784833,2016-04-13 01:22:10,https://twitter.com/dog_rates/status/720059472081784833/photo/1,9,10,Charleson,floofer,1268.0,This is Charleson. He lost his plunger. Looked everywhere. Can't find it. So sad. 9/10 would comfort https://t.co/pRHX8yn9Yu,4229.0,"[0, 124]",2016-04-13 01:22:10,https://pbs.twimg.com/media/Cf4qRcmWEAA9V4h.jpg,Mexican hairless,0.451852
3532,719991154352222208,2016-04-12 20:50:42,"https://twitter.com/dog_rates/status/719991154352222208/photo/1,https://twitter.com/dog_rates/status/719991154352222208/photo/1",10,10,None,floofer,1979.0,This doggo was initially thrilled when she saw the happy cartoon pup but quickly realized she'd been deceived. 10/10 https://t.co/mvnBGaWULV,5281.0,"[0, 140]",2016-04-12 20:50:42,https://pbs.twimg.com/media/Cf3sH62VAAA-LiP.jpg,Golden retriever,0.605304
3534,719551379208073216,2016-04-11 15:43:12,https://twitter.com/dog_rates/status/719551379208073216/photo/1,10,10,Harnold,floofer,2192.0,This is Harnold. He accidentally opened the front facing camera. 10/10 get it together Harnold https://t.co/S6JHaSMtln,5515.0,"[0, 118]",2016-04-11 15:43:12,https://pbs.twimg.com/media/CfxcKU6W8AE-wEx.jpg,Malamute,0.873233
3536,719339463458033665,2016-04-11 01:41:07,https://twitter.com/dog_rates/status/719339463458033665/photo/1,10,10,Lucy,floofer,1403.0,Say hello to Lucy and Sophie. They think they're the same size. Both 10/10 would snug at same time https://t.co/HW50zkcf2R,4822.0,"[0, 122]",2016-04-11 01:41:07,https://pbs.twimg.com/media/Cfuba6NW4AIeMHk.jpg,Golden retriever,0.765778
3537,719332531645071360,2016-04-11 01:13:34,https://twitter.com/dog_rates/status/719332531645071360/photo/1,11,10,Pippa,floofer,1078.0,This is Pippa. She managed to start the car but is waiting for you to buckle up before driving. Responsible af 11/10 https://t.co/htrlmC7saz,3711.0,"[0, 140]",2016-04-11 01:13:34,https://pbs.twimg.com/media/CfuVGl3WEAEKb16.jpg,Dandie dinmont,0.224415
3538,718971898235854848,2016-04-10 01:20:33,https://twitter.com/dog_rates/status/718971898235854848/photo/1,10,10,Sadie,floofer,1231.0,This is Sadie. She is prepared for battle. 10/10 https://t.co/JRckDkZVRT,3818.0,"[0, 72]",2016-04-10 01:20:33,https://pbs.twimg.com/media/CfpNGTHUIAAA8XC.jpg,Golden retriever,0.14039400000000002
3541,718613305783398402,2016-04-09 01:35:37,https://twitter.com/dog_rates/status/718613305783398402/photo/1,11,10,Carper,floofer,542.0,This is Carper. He's a Tortellini Angiosperm. In desperate need of a petting. 11/10 would hug softly https://t.co/lK9YDkRzPj,2669.0,"[0, 124]",2016-04-09 01:35:37,https://pbs.twimg.com/media/CfkG_PMWsAAH0MZ.jpg,Labrador retriever,0.58458
3542,718540630683709445,2016-04-08 20:46:50,"https://twitter.com/dog_rates/status/718540630683709445/photo/1,https://twitter.com/dog_rates/status/718540630683709445/photo/1",10,10,None,floofer,1137.0,Get you a pup that can do both. 10/10 https://t.co/zSbyvm62xZ,2730.0,"[0, 61]",2016-04-08 20:46:50,https://pbs.twimg.com/media/CfjE5FRXEAErFWR.jpg,Maltese dog,0.632289
3546,718234618122661888,2016-04-08 00:30:51,https://twitter.com/dog_rates/status/718234618122661888/photo/1,11,10,Suki,floofer,1127.0,This is Suki. She was born with a blurry tail (unfortunate). Next level tongue tho. 11/10 nifty hardwood https://t.co/05S8oYztgb,4217.0,"[0, 128]",2016-04-08 00:30:51,https://pbs.twimg.com/media/CfeukpmW4AEGjOE.jpg,Malamute,0.370152
3549,717537687239008257,2016-04-06 02:21:30,https://twitter.com/dog_rates/status/717537687239008257/photo/1,11,10,a,floofer,2069.0,People please. This is a Deadly Mediterranean Plop T-Rex. We only rate dogs. Only send in dogs. Thanks you... 11/10 https://t.co/2ATDsgHD4n,6281.0,"[0, 139]",2016-04-06 02:21:30,https://pbs.twimg.com/media/CfU0t75W4AAUo9V.jpg,Golden retriever,0.779356
3551,717421804990701568,2016-04-05 18:41:02,"https://twitter.com/dog_rates/status/717421804990701568/photo/1,https://twitter.com/dog_rates/status/717421804990701568/photo/1",9,10,Ebby,floofer,945.0,This is Ebby. She's a Zimbabwean Feta. Embarrassed by ridiculously squishy face. 9/10 would squeeze softly https://t.co/LBJqxMGaHi,3446.0,"[0, 130]",2016-04-05 18:41:02,https://pbs.twimg.com/media/CfTLUYWXEAEkyES.jpg,Miniature pinscher,0.286479
3552,717047459982213120,2016-04-04 17:53:31,https://twitter.com/dog_rates/status/717047459982213120/photo/1,12,10,Flávio,floofer,2135.0,This is Flávio (pronounced Baxter). He's a Benesnoop Cumberdog. Super rare. Symmetrical. 12/10 would pet so well https://t.co/fGgleFiBPq,6826.0,"[0, 136]",2016-04-04 17:53:31,https://pbs.twimg.com/media/CfN23ArXEAEkZkz.jpg,Golden retriever,0.983548
3553,717009362452090881,2016-04-04 15:22:08,https://twitter.com/dog_rates/status/717009362452090881/photo/1,10,10,Smokey,floofer,1102.0,This is Smokey. He's having some sort of existential crisis. 10/10 hang in there pupper https://t.co/JmgF4dMpw0,3583.0,"[0, 111]",2016-04-04 15:22:08,https://pbs.twimg.com/media/CfNUNetW8AAekHx.jpg,Siberian husky,0.506154
3554,716802964044845056,2016-04-04 01:41:58,"https://twitter.com/dog_rates/status/716802964044845056/photo/1,https://twitter.com/dog_rates/status/716802964044845056/photo/1",10,10,Link,floofer,1317.0,This is Link. He struggles with couches. 10/10 would assist https://t.co/SbX4e6Yg3o,4627.0,"[0, 83]",2016-04-04 01:41:58,https://pbs.twimg.com/media/CfKYfeBXIAAopp2.jpg,Malinois,0.619577
3558,716439118184652801,2016-04-03 01:36:11,https://twitter.com/dog_rates/status/716439118184652801/photo/1,50,50,Bluebert,floofer,247.0,This is Bluebert. He just saw that both #FinalFur match ups are split 50/50. Amazed af. 11/10 https://t.co/Kky1DPG4iq,2574.0,"[0, 117]",2016-04-03 01:36:11,https://pbs.twimg.com/media/CfFNk7cWAAA-hND.jpg,Siberian husky,0.396495
3559,716285507865542656,2016-04-02 15:25:47,"https://twitter.com/dog_rates/status/716285507865542656/photo/1,https://twitter.com/dog_rates/status/716285507865542656/photo/1",12,10,Stephanus,floofer,1225.0,This is Stephanus. She stays woke. 12/10 https://t.co/WIWabMngQZ,3041.0,"[0, 64]",2016-04-02 15:25:47,https://pbs.twimg.com/media/CfDB3aJXEAAEZNv.jpg,Yorkshire terrier,0.43042
3560,716080869887381504,2016-04-02 01:52:38,"https://twitter.com/dog_rates/status/716080869887381504/photo/1,https://twitter.com/dog_rates/status/716080869887381504/photo/1",11,10,None,floofer,1935.0,Here's a super majestic doggo and a sunset 11/10 https://t.co/UACnoyi8zu,5272.0,"[0, 72]",2016-04-02 01:52:38,https://pbs.twimg.com/media/CfAHv83UMAIEQYx.jpg,Golden retriever,0.638625
3561,715928423106027520,2016-04-01 15:46:52,https://twitter.com/dog_rates/status/715928423106027520/photo/1,11,10,Bubbles,floofer,987.0,This is Bubbles. He's a Yorkshire Piccolope. 11/10 would snug aggressively https://t.co/3BhMojONxq,3485.0,"[0, 98]",2016-04-01 15:46:52,https://pbs.twimg.com/media/Ce99GhLW8AAHG38.jpg,Pug,0.976685
3563,715733265223708672,2016-04-01 02:51:22,https://twitter.com/dog_rates/status/715733265223708672/photo/1,10,10,a,floofer,1920.0,This is a taco. We only rate dogs. Please only send in dogs. Dogs are what we rate. Not tacos. Thank you... 10/10 https://t.co/cxl6xGY8B9,5093.0,"[0, 137]",2016-04-01 02:51:22,https://pbs.twimg.com/media/Ce7LlUeUUAEQkQl.jpg,Dandie dinmont,0.740229
3565,715696743237730304,2016-04-01 00:26:15,https://twitter.com/dog_rates/status/715696743237730304/photo/1,10,10,Toby,floofer,1454.0,Meet Toby. He's a Lithuanian High-Steppin Stickeroo. One of the more accomplished Stickeroos around. 10/10 so nifty https://t.co/cYPHuJYTjC,4257.0,"[0, 139]",2016-04-01 00:26:15,https://pbs.twimg.com/media/Ce6qZC2WAAAcSoI.jpg,Staffordshire bullterrier,0.427836
